id,generic_name,form,dosage,available,sale_type,price_tnd,lang
MED01658,Hydrocortisone,Suspension orale,250 mg,Non,Avec ordonnance,6.45,fr
MED02701,Clindamycin,Solution buvable,2 %,Oui,Avec ordonnance,38.73,fr
MED03083,Azithromycin,Comprimé,100 mg,Oui,Avec ordonnance,30.15,fr
MED02706,Gliclazide,Suspension orale,20 mg,Non,Sans ordonnance,37.66,fr
MED04227,Rapid-acting insulin,Pommade,850 mg,Oui,Avec ordonnance,12.4,fr
MED02843,Clindamycin,Pommade,300 mg,Oui,Avec ordonnance,51.06,fr
MED02303,Nystatin,Comprimé,1 %,Non,Avec ordonnance,46.3,fr
MED01131,Montelukast,Comprimé,200 mg,Non,Sans ordonnance,56.38,fr
MED01462,Bisoprolol,Gélule,400 mg,Non,Avec ordonnance,52.19,fr
MED00277,Folic acid,Solution buvable,300 mg,Non,Avec ordonnance,60.7,fr
MED02223,Vitamin D3,Sirop,100 µg/dose,Oui,Sans ordonnance,40.73,fr
MED02332,Metformin,Pommade,200 mg,Oui,Avec ordonnance,19.99,fr
MED04323,Escitalopram,Solution buvable,100 µg/dose,Non,Avec ordonnance,41.94,fr
MED01303,Paracetamol,Gélule,100 mg,Non,Avec ordonnance,32.48,fr
MED02518,Azithromycin,Crème,2 %,Oui,Avec ordonnance,34.66,fr
MED00223,Spironolactone,Suspension orale,10 mg,Oui,Avec ordonnance,34.95,fr
MED02037,Aciclovir,Sirop,5 mg,Non,Avec ordonnance,48.6,fr
MED01925,Pantoprazole,Comprimé,40 mg,Oui,Avec ordonnance,33.37,fr
MED00574,Loratadine,Comprimé,100 µg/dose,Non,Avec ordonnance,22.46,fr
MED01237,Diazepam,Solution buvable,2 %,Oui,Avec ordonnance,20.06,fr
MED03545,Spironolactone,Suspension orale,40 mg,Non,Avec ordonnance,52.05,fr
MED02134,Salbutamol,Inhalateur,40 mg,Oui,Avec ordonnance,44.42,fr
MED01335,Vitamin D3,Comprimé,400 mg,Non,Avec ordonnance,60.3,fr
MED02458,Fluoxetine,Gélule,200 mg,Non,Avec ordonnance,4.41,fr
MED00419,Montelukast,Inhalateur,2 %,Oui,Avec ordonnance,66.44,fr
MED04915,Zinc,Crème,300 mg,Non,Avec ordonnance,54.03,fr
MED01105,Rosuvastatin,Crème,200 mg,Non,Avec ordonnance,6.17,fr
MED00258,Omeprazole,Pommade,400 mg,Oui,Avec ordonnance,10.68,fr
MED00296,Prednisone,Comprimé,1 %,Oui,Avec ordonnance,38.45,fr
MED02362,Clindamycin,Solution buvable,300 mg,Oui,Avec ordonnance,37.31,fr
MED00387,Bisoprolol,Crème,100 µg/dose,Oui,Avec ordonnance,16.95,fr
MED03309,Montelukast,Solution buvable,1 %,Oui,Avec ordonnance,55.75,fr
MED04014,Ramipril,Gélule,100 mg,Oui,Avec ordonnance,70.48,fr
MED02232,Furosemide,Crème,2 %,Non,Avec ordonnance,47.79,fr
MED02555,Paracetamol,Gélule,2 %,Oui,Sans ordonnance,71.19,fr
MED04336,Clotrimazole,Comprimé,250 mg,Non,Avec ordonnance,79.78,fr
MED03516,Azithromycin,Pommade,250 mg,Non,Avec ordonnance,2.12,fr
MED01840,Acetylsalicylic acid,Injectable,400 mg,Non,Avec ordonnance,71.81,fr
MED04385,Gliclazide,Crème,20 mg,Non,Sans ordonnance,24.52,fr
MED01564,Sitagliptin,Crème,40 mg,Oui,Avec ordonnance,47.52,fr
MED02016,Aciclovir,Injectable,5 mg,Non,Sans ordonnance,17.28,fr
MED01401,Loratadine,Sirop,200 mg,Oui,Sans ordonnance,8.39,fr
MED00713,Sitagliptin,Comprimé,20 mg,Non,Avec ordonnance,21.87,fr
MED02421,Gliclazide,Crème,2 %,Oui,Avec ordonnance,39.46,fr
MED02620,Rapid-acting insulin,Solution buvable,400 mg,Oui,Avec ordonnance,23.74,fr
MED00210,Aciclovir,Sirop,40 mg,Oui,Avec ordonnance,43.36,fr
MED04945,Folic acid,Crème,500 mg,Oui,Sans ordonnance,30.72,fr
MED01290,Zinc,Pommade,100 mg,Oui,Sans ordonnance,18.06,fr
MED00450,Pantoprazole,Crème,400 mg,Non,Avec ordonnance,29.15,fr
MED04092,Propranolol,Gélule,250 mg,Non,Avec ordonnance,78.14,fr
MED02570,Sitagliptin,Solution buvable,200 mg,Non,Avec ordonnance,16.19,fr
MED01821,Ranitidine,Solution buvable,40 mg,Oui,Sans ordonnance,54.81,fr
MED00959,Diclofenac,Gélule,20 mg,Oui,Avec ordonnance,79.46,fr
MED01794,Ketoprofen,Suspension orale,1000 mg,Non,Avec ordonnance,37.94,fr
MED04787,Cetirizine,Gélule,100 mg,Non,Sans ordonnance,20.73,fr
MED00655,Iron (ferrous),Sirop,5 mg,Non,Sans ordonnance,61.0,fr
MED02408,Acetylsalicylic acid,Pommade,1000 mg,Non,Avec ordonnance,10.13,fr
MED03853,Omeprazole,Gélule,1000 mg,Oui,Sans ordonnance,23.39,fr
MED01996,Nystatin,Inhalateur,200 mg,Oui,Avec ordonnance,90.95,fr
MED01761,Hydrocortisone,Gélule,2 %,Oui,Avec ordonnance,2.54,fr
MED02355,Amoxicillin,Sirop,300 mg,Oui,Avec ordonnance,28.92,fr
MED02742,Doxycycline,Pommade,5 mg/ml,Oui,Avec ordonnance,60.26,fr
MED02618,Doxycycline,Pommade,250 mg,Non,Avec ordonnance,12.22,fr
MED00412,Sertraline,Gélule,100 µg/dose,Oui,Avec ordonnance,14.16,fr
MED01775,Omeprazole,Solution buvable,100 mg,Oui,Avec ordonnance,53.63,fr
MED03979,Amoxicillin,Solution buvable,5 mg/ml,Oui,Avec ordonnance,25.37,fr
MED02187,Sertraline,Crème,300 mg,Oui,Avec ordonnance,60.63,fr
MED02380,Nystatin,Solution buvable,300 mg,Oui,Sans ordonnance,46.45,fr
MED03964,Folic acid,Injectable,2 %,Non,Sans ordonnance,38.95,fr
MED04312,Gliclazide,Gélule,5 mg,Oui,Sans ordonnance,58.33,fr
MED04775,Nystatin,Pommade,1 %,Non,Sans ordonnance,22.18,fr
MED03703,Guaifenesin,Inhalateur,400 mg,Oui,Sans ordonnance,33.99,fr
MED03973,Guaifenesin,Gélule,100 mg,Oui,Avec ordonnance,11.45,fr
MED04766,Omeprazole,Pommade,100 µg/dose,Oui,Sans ordonnance,9.43,fr
MED03559,Sertraline,Pommade,5 mg,Oui,Avec ordonnance,19.22,fr
MED04111,Acetylsalicylic acid,Sirop,40 mg,Oui,Sans ordonnance,20.6,fr
MED03498,Sertraline,Inhalateur,100 µg/dose,Oui,Avec ordonnance,94.25,fr
MED03766,Azithromycin,Solution buvable,5 mg/ml,Non,Avec ordonnance,17.87,fr
MED00431,Amoxicillin,Gélule,250 mg,Non,Avec ordonnance,18.88,fr
MED04485,Ibuprofen,Suspension orale,850 mg,Oui,Sans ordonnance,44.88,fr
MED02322,Furosemide,Crème,400 mg,Non,Avec ordonnance,35.97,fr
MED01367,Insulin glargine,Inhalateur,40 mg,Oui,Avec ordonnance,91.51,fr
MED01993,Diazepam,Comprimé,1 %,Oui,Avec ordonnance,23.41,fr
MED02852,Bromhexine,Sirop,10 mg,Non,Avec ordonnance,34.8,fr
MED01177,Hydrocortisone,Comprimé,5 mg/ml,Non,Sans ordonnance,58.77,fr
MED03529,Hydrocortisone,Suspension orale,5 mg/ml,Oui,Avec ordonnance,38.27,fr
MED01477,NPH insulin,Pommade,5 mg,Non,Avec ordonnance,36.37,fr
MED03741,Ketoprofen,Solution buvable,400 mg,Oui,Sans ordonnance,13.36,fr
MED02046,Atorvastatin,Pommade,850 mg,Non,Sans ordonnance,27.29,fr
MED00103,Omeprazole,Suspension orale,1 %,Non,Avec ordonnance,37.33,fr
MED04332,Metformin,Pommade,500 mg,Non,Avec ordonnance,37.44,fr
MED02993,Montelukast,Gélule,100 mg,Oui,Avec ordonnance,47.94,fr
MED01264,Magnesium,Pommade,10 mg,Oui,Avec ordonnance,35.6,fr
MED02882,Ketoprofen,Solution buvable,10 mg,Oui,Sans ordonnance,15.85,fr
MED03139,Ciprofloxacin,Comprimé,850 mg,Oui,Avec ordonnance,61.22,fr
MED03623,Montelukast,Suspension orale,400 mg,Non,Avec ordonnance,30.87,fr
MED03204,Aciclovir,Crème,400 mg,Non,Avec ordonnance,32.59,fr
MED04279,Omeprazole,Crème,300 mg,Oui,Sans ordonnance,33.74,fr
MED03300,Amlodipine,Crème,850 mg,Oui,Avec ordonnance,38.69,fr
MED04994,Gliclazide,Injectable,400 mg,Oui,Avec ordonnance,31.77,fr
MED03634,Azithromycin,Sirop,5 mg,Non,Avec ordonnance,38.71,fr
MED01644,Hydrocortisone,Solution buvable,100 µg/dose,Non,Sans ordonnance,16.7,fr
MED04506,Clotrimazole,Crème,100 mg,Oui,Avec ordonnance,63.08,fr
MED00001,Clotrimazole,Inhalateur,100 µg/dose,Non,Avec ordonnance,10.42,fr
MED01581,Hydrocortisone,Crème,200 mg,Oui,Sans ordonnance,59.25,fr
MED04423,Fluoxetine,Sirop,2 %,Non,Avec ordonnance,27.62,fr
MED04117,Prednisone,Suspension orale,1000 mg,Non,Avec ordonnance,43.3,fr
MED01357,Bromhexine,Solution buvable,850 mg,Non,Sans ordonnance,1.6,fr
MED04202,NPH insulin,Comprimé,2 %,Non,Avec ordonnance,12.71,fr
MED04575,Guaifenesin,Inhalateur,100 mg,Oui,Sans ordonnance,29.78,fr
MED03734,Ketoprofen,Gélule,250 mg,Non,Avec ordonnance,60.96,fr
MED02026,Sitagliptin,Solution buvable,300 mg,Non,Avec ordonnance,4.8,fr
MED02219,Propranolol,Suspension orale,400 mg,Non,Avec ordonnance,52.66,fr
MED00397,Montelukast,Comprimé,5 mg,Non,Avec ordonnance,20.66,fr
MED04942,Aciclovir,Comprimé,100 µg/dose,Oui,Sans ordonnance,27.12,fr
MED01065,Ramipril,Injectable,100 mg,Oui,Avec ordonnance,13.61,fr
MED03081,Guaifenesin,Sirop,1 %,Non,Sans ordonnance,46.37,fr
MED02154,Doxycycline,Gélule,1000 mg,Non,Avec ordonnance,73.74,fr
MED00819,Clotrimazole,Solution buvable,1 %,Non,Sans ordonnance,11.52,fr
MED01813,Bromhexine,Pommade,500 mg,Oui,Avec ordonnance,40.66,fr
MED02553,Rapid-acting insulin,Gélule,1 %,Non,Avec ordonnance,69.4,fr
MED01553,Spironolactone,Gélule,5 mg,Non,Avec ordonnance,21.6,fr
MED04048,Sertraline,Pommade,100 µg/dose,Non,Avec ordonnance,38.48,fr
MED00817,Ketoprofen,Suspension orale,300 mg,Oui,Sans ordonnance,2.93,fr
MED01573,Folic acid,Suspension orale,1000 mg,Oui,Sans ordonnance,28.07,fr
MED04553,Magnesium,Pommade,1 %,Oui,Avec ordonnance,8.86,fr
MED01801,Nystatin,Inhalateur,400 mg,Oui,Sans ordonnance,47.96,fr
MED04288,Atorvastatin,Comprimé,10 mg,Oui,Avec ordonnance,77.12,fr
MED00382,Bromhexine,Inhalateur,200 mg,Oui,Avec ordonnance,63.87,fr
MED02875,Bisoprolol,Gélule,200 mg,Oui,Avec ordonnance,44.67,fr
MED04348,Atorvastatin,Crème,300 mg,Oui,Avec ordonnance,47.98,fr
MED04627,Ramipril,Solution buvable,1000 mg,Oui,Avec ordonnance,9.2,fr
MED03504,Omeprazole,Inhalateur,200 mg,Non,Sans ordonnance,94.91,fr
MED02312,Diazepam,Sirop,500 mg,Non,Avec ordonnance,34.48,fr
MED01781,Ranitidine,Suspension orale,300 mg,Oui,Avec ordonnance,63.34,fr
MED02727,NPH insulin,Comprimé,850 mg,Non,Avec ordonnance,37.77,fr
MED02438,Escitalopram,Solution buvable,5 mg,Oui,Avec ordonnance,52.37,fr
MED02334,Clotrimazole,Injectable,850 mg,Oui,Avec ordonnance,32.62,fr
MED00865,Propranolol,Pommade,400 mg,Non,Avec ordonnance,28.02,fr
MED03639,Ramipril,Crème,850 mg,Non,Avec ordonnance,51.96,fr
MED03165,Aciclovir,Inhalateur,850 mg,Oui,Sans ordonnance,67.91,fr
MED00555,Ciprofloxacin,Inhalateur,200 mg,Oui,Avec ordonnance,17.83,fr
MED01160,Furosemide,Inhalateur,1000 mg,Non,Avec ordonnance,95.15,fr
MED01214,Ambroxol,Solution buvable,20 mg,Non,Avec ordonnance,22.28,fr
MED03761,Acetylsalicylic acid,Crème,250 mg,Non,Sans ordonnance,52.29,fr
MED04214,Amlodipine,Pommade,250 mg,Oui,Avec ordonnance,43.13,fr
MED00049,Gliclazide,Inhalateur,5 mg/ml,Oui,Sans ordonnance,5.0,fr
MED02368,Sertraline,Suspension orale,250 mg,Oui,Avec ordonnance,45.23,fr
MED00701,Furosemide,Gélule,100 µg/dose,Non,Avec ordonnance,5.77,fr
MED00653,Salbutamol,Comprimé,100 µg/dose,Non,Avec ordonnance,67.4,fr
MED03934,Salbutamol,Solution buvable,100 µg/dose,Oui,Sans ordonnance,4.69,fr
MED04410,Acetylsalicylic acid,Sirop,850 mg,Oui,Sans ordonnance,63.8,fr
MED03312,Azithromycin,Gélule,1000 mg,Oui,Avec ordonnance,6.67,fr
MED00749,Amlodipine,Sirop,500 mg,Non,Avec ordonnance,26.41,fr
MED01456,Propranolol,Comprimé,100 µg/dose,Non,Avec ordonnance,19.0,fr
MED04196,Metformin,Suspension orale,1000 mg,Oui,Avec ordonnance,3.17,fr
MED02390,Omeprazole,Solution buvable,100 µg/dose,Oui,Avec ordonnance,61.88,fr
MED03495,Azithromycin,Solution buvable,2 %,Oui,Avec ordonnance,25.13,fr
MED00867,Amlodipine,Solution buvable,5 mg/ml,Non,Avec ordonnance,39.87,fr
MED00753,NPH insulin,Comprimé,100 mg,Oui,Avec ordonnance,33.8,fr
MED01645,Furosemide,Injectable,5 mg/ml,Oui,Avec ordonnance,60.17,fr
MED00093,Propranolol,Solution buvable,1 %,Non,Avec ordonnance,37.99,fr
MED04825,Diazepam,Comprimé,400 mg,Non,Avec ordonnance,45.89,fr
MED03102,Gliclazide,Inhalateur,250 mg,Non,Avec ordonnance,41.07,fr
MED02433,Propranolol,Suspension orale,5 mg/ml,Oui,Avec ordonnance,31.36,fr
MED02630,Diclofenac,Gélule,10 mg,Oui,Avec ordonnance,46.89,fr
MED01491,Vitamin D3,Comprimé,1 %,Non,Sans ordonnance,58.5,fr
MED02896,Nystatin,Injectable,5 mg/ml,Oui,Sans ordonnance,94.67,fr
MED02178,Acetylsalicylic acid,Injectable,200 mg,Non,Sans ordonnance,92.76,fr
MED00730,Insulin glargine,Gélule,200 mg,Non,Avec ordonnance,12.8,fr
MED04760,Escitalopram,Pommade,2 %,Oui,Avec ordonnance,32.93,fr
MED02472,Sitagliptin,Suspension orale,2 %,Oui,Avec ordonnance,26.9,fr
MED02243,Ramipril,Sirop,10 mg,Oui,Avec ordonnance,14.14,fr
MED01937,Bisoprolol,Crème,20 mg,Oui,Avec ordonnance,49.32,fr
MED01746,Insulin glargine,Injectable,20 mg,Non,Avec ordonnance,80.39,fr
MED04747,Bisoprolol,Solution buvable,10 mg,Oui,Avec ordonnance,11.83,fr
MED04374,Loratadine,Solution buvable,250 mg,Non,Avec ordonnance,29.66,fr
MED03492,Loratadine,Sirop,2 %,Non,Avec ordonnance,19.6,fr
MED01111,Nystatin,Sirop,300 mg,Non,Sans ordonnance,12.4,fr
MED03338,Folic acid,Comprimé,1000 mg,Oui,Sans ordonnance,74.85,fr
MED04033,Diazepam,Sirop,250 mg,Non,Avec ordonnance,24.42,fr
MED04472,Iron (ferrous),Pommade,250 mg,Non,Avec ordonnance,13.69,fr
MED04158,Ibuprofen,Suspension orale,2 %,Non,Sans ordonnance,44.59,fr
MED00347,Cetirizine,Sirop,300 mg,Oui,Sans ordonnance,49.55,fr
MED01186,Rapid-acting insulin,Inhalateur,1 %,Non,Avec ordonnance,6.84,fr
MED04007,Vitamin D3,Comprimé,1 %,Oui,Sans ordonnance,67.94,fr
MED01516,Hydrocortisone,Injectable,2 %,Oui,Avec ordonnance,44.53,fr
MED04670,Bromhexine,Injectable,100 mg,Oui,Sans ordonnance,90.06,fr
MED00579,Bisoprolol,Comprimé,200 mg,Oui,Avec ordonnance,17.61,fr
MED01965,Spironolactone,Suspension orale,20 mg,Oui,Avec ordonnance,19.41,fr
MED00076,Diclofenac,Pommade,250 mg,Non,Avec ordonnance,21.81,fr
MED01430,Ranitidine,Inhalateur,2 %,Non,Sans ordonnance,18.27,fr
MED03713,Ezetimibe,Sirop,100 mg,Non,Avec ordonnance,57.25,fr
MED04431,Bisoprolol,Comprimé,400 mg,Non,Avec ordonnance,36.62,fr
MED02752,Pantoprazole,Gélule,40 mg,Oui,Avec ordonnance,77.12,fr
MED04953,Pantoprazole,Inhalateur,200 mg,Oui,Avec ordonnance,82.21,fr
MED01847,Gliclazide,Suspension orale,400 mg,Oui,Sans ordonnance,12.24,fr
MED00132,Metformin,Solution buvable,250 mg,Non,Avec ordonnance,48.17,fr
MED00179,Diazepam,Comprimé,250 mg,Non,Avec ordonnance,49.87,fr
MED02900,Ramipril,Crème,40 mg,Oui,Avec ordonnance,56.68,fr
MED04467,NPH insulin,Sirop,40 mg,Non,Avec ordonnance,39.74,fr
MED04195,NPH insulin,Comprimé,400 mg,Non,Avec ordonnance,48.15,fr
MED02523,Pantoprazole,Sirop,1 %,Oui,Avec ordonnance,57.25,fr
MED01843,Ambroxol,Sirop,2 %,Non,Avec ordonnance,44.63,fr
MED02099,Ketoprofen,Gélule,100 µg/dose,Non,Sans ordonnance,38.16,fr
MED03950,Furosemide,Inhalateur,5 mg/ml,Oui,Avec ordonnance,16.27,fr
MED02374,NPH insulin,Inhalateur,5 mg/ml,Non,Avec ordonnance,59.33,fr
MED00605,Ezetimibe,Crème,1 %,Oui,Avec ordonnance,10.63,fr
MED02628,Montelukast,Pommade,10 mg,Oui,Sans ordonnance,32.03,fr
MED00026,Insulin glargine,Inhalateur,20 mg,Oui,Avec ordonnance,26.61,fr
MED00659,Spironolactone,Injectable,40 mg,Non,Avec ordonnance,65.46,fr
MED04978,Ibuprofen,Gélule,5 mg,Oui,Sans ordonnance,69.54,fr
MED03318,Escitalopram,Suspension orale,850 mg,Non,Avec ordonnance,48.76,fr
MED03869,Spironolactone,Pommade,20 mg,Non,Avec ordonnance,12.29,fr
MED00174,Acetylsalicylic acid,Gélule,20 mg,Oui,Sans ordonnance,78.67,fr
MED01612,Rapid-acting insulin,Suspension orale,1 %,Non,Avec ordonnance,53.32,fr
MED00438,Amlodipine,Suspension orale,250 mg,Non,Avec ordonnance,61.43,fr
MED00332,Losartan,Solution buvable,10 mg,Non,Avec ordonnance,4.97,fr
MED03101,Ketoprofen,Sirop,500 mg,Oui,Avec ordonnance,10.66,fr
MED01455,Iron (ferrous),Inhalateur,5 mg/ml,Oui,Sans ordonnance,73.1,fr
MED00343,Amlodipine,Crème,100 µg/dose,Oui,Avec ordonnance,24.12,fr
MED03210,Montelukast,Suspension orale,10 mg,Non,Avec ordonnance,28.7,fr
MED01502,هيدروكورتيزون,كبسولة,1000 mg,لا,بدون وصفة,74.75,ar
MED02587,مغنيسيوم,شراب,40 mg,لا,بوصفة طبية,11.12,ar
MED02654,كيتوبروفين,كبسولة,100 µg/dose,لا,بدون وصفة,30.31,ar
MED01056,لوراتادين,مرهم,400 mg,نعم,بوصفة طبية,32.56,ar
MED00706,بانتوبرازول,بخاخ,500 mg,نعم,بوصفة طبية,13.43,ar
MED00107,لوسارتان,كريم,5 mg,لا,بوصفة طبية,8.4,ar
MED00590,رانيتيدين,كريم,250 mg,لا,بوصفة طبية,5.22,ar
MED02469,حمض الفوليك,حقن,40 mg,نعم,بدون وصفة,2.83,ar
MED02414,هيدروكورتيزون,شراب,250 mg,نعم,بوصفة طبية,17.28,ar
MED01601,مغنيسيوم,محلول فموي,20 mg,نعم,بوصفة طبية,27.09,ar
MED02465,ديكلوفيناك,مرهم,100 µg/dose,لا,بوصفة طبية,30.65,ar
MED00229,أتورفاستاتين,محلول فموي,40 mg,لا,بوصفة طبية,33.06,ar
MED00916,جليكلازيد,محلول فموي,500 mg,لا,بدون وصفة,34.65,ar
MED00795,أتورفاستاتين,مرهم,100 µg/dose,نعم,بوصفة طبية,18.35,ar
MED03022,هيدروكورتيزون,شراب,1000 mg,نعم,بدون وصفة,1.94,ar
MED03544,زنك,كريم,40 mg,نعم,بوصفة طبية,39.45,ar
MED01074,جليكلازيد,معلق فموي,40 mg,نعم,بدون وصفة,14.5,ar
MED03352,سيتيريزين,شراب,300 mg,لا,بوصفة طبية,58.31,ar
MED01745,ديازيبام,محلول فموي,1 %,نعم,بوصفة طبية,40.1,ar
MED01085,برومهيكسين,قرص,100 µg/dose,نعم,بوصفة طبية,53.75,ar
MED00927,راميبريل,كريم,1 %,نعم,بوصفة طبية,9.99,ar
MED03050,لوسارتان,شراب,500 mg,لا,بوصفة طبية,24.34,ar
MED01118,إنسولين NPH,حقن,10 mg,لا,بوصفة طبية,33.65,ar
MED00643,بيسوبرولول,محلول فموي,100 µg/dose,لا,بوصفة طبية,10.56,ar
MED04768,فوروسيميد,حقن,1 %,لا,بوصفة طبية,4.89,ar
MED00502,فلوكسيتين,معلق فموي,20 mg,نعم,بوصفة طبية,17.92,ar
MED04067,حمض الفوليك,معلق فموي,2 %,نعم,بدون وصفة,29.1,ar
MED00334,روسوفاستاتين,كبسولة,5 mg/ml,لا,بوصفة طبية,29.36,ar
MED04685,سيبروفلوكساسين,كريم,40 mg,نعم,بوصفة طبية,63.58,ar
MED00487,بروبرانولول,شراب,500 mg,نعم,بوصفة طبية,12.85,ar
MED01963,إسيتالوبرام,قرص,500 mg,لا,بوصفة طبية,68.88,ar
MED00394,برومهيكسين,كريم,10 mg,لا,بوصفة طبية,16.16,ar
MED04843,فوروسيميد,حقن,5 mg,لا,بوصفة طبية,9.11,ar
MED04867,نيستاتين,شراب,1000 mg,نعم,بوصفة طبية,23.71,ar
MED01756,سيتاجليبتين,بخاخ,20 mg,نعم,بوصفة طبية,46.7,ar
MED02516,باراسيتامول,قرص,100 mg,نعم,بوصفة طبية,51.23,ar
MED03586,هيدروكورتيزون,شراب,100 µg/dose,نعم,بوصفة طبية,23.18,ar
MED04316,إنسولين جلارجين,كبسولة,500 mg,نعم,بوصفة طبية,26.14,ar
MED04967,سيتيريزين,قرص,400 mg,نعم,بوصفة طبية,7.61,ar
MED02100,فلوكسيتين,بخاخ,5 mg,لا,بوصفة طبية,92.82,ar
MED03600,إنسولين سريع المفعول,كريم,100 µg/dose,لا,بوصفة طبية,22.1,ar
MED04122,برومهيكسين,قرص,20 mg,لا,بدون وصفة,52.14,ar
MED00030,لوراتادين,بخاخ,400 mg,لا,بوصفة طبية,40.86,ar
MED00066,سيبروفلوكساسين,بخاخ,500 mg,نعم,بوصفة طبية,59.64,ar
MED00839,سيرترالين,كبسولة,20 mg,نعم,بوصفة طبية,79.65,ar
MED03907,مغنيسيوم,شراب,100 µg/dose,لا,بدون وصفة,35.67,ar
MED03774,نابروكسين,بخاخ,5 mg/ml,لا,بوصفة طبية,3.79,ar
MED04636,جليكلازيد,محلول فموي,10 mg,لا,بوصفة طبية,51.94,ar
MED03162,غوايفينيسين,حقن,100 mg,لا,بوصفة طبية,73.97,ar
MED02660,غوايفينيسين,حقن,1000 mg,نعم,بوصفة طبية,59.99,ar
MED04616,سالبوتامول,محلول فموي,1 %,لا,بدون وصفة,18.79,ar
MED04629,إيبوبروفين,كريم,500 mg,لا,بدون وصفة,36.28,ar
MED02452,أمبروكسول,محلول فموي,5 mg,نعم,بدون وصفة,1.97,ar
MED02847,لوسارتان,معلق فموي,40 mg,لا,بوصفة طبية,44.77,ar
MED01145,لوسارتان,مرهم,500 mg,لا,بوصفة طبية,30.57,ar
MED03079,أتورفاستاتين,شراب,250 mg,نعم,بدون وصفة,45.24,ar
MED01104,دوكسيسيكلين,محلول فموي,400 mg,نعم,بوصفة طبية,10.18,ar
MED00169,سيتاجليبتين,بخاخ,300 mg,نعم,بوصفة طبية,52.86,ar
MED01671,برومهيكسين,بخاخ,10 mg,نعم,بدون وصفة,16.45,ar
MED02571,أتورفاستاتين,حقن,850 mg,نعم,بدون وصفة,19.2,ar
MED02378,سيرترالين,بخاخ,5 mg,نعم,بوصفة طبية,19.18,ar
MED04396,إيزيتيميب,كبسولة,200 mg,نعم,بوصفة طبية,4.14,ar
MED04258,نيستاتين,مرهم,10 mg,لا,بوصفة طبية,51.43,ar
MED03863,ديازيبام,كبسولة,400 mg,لا,بوصفة طبية,61.93,ar
MED00024,لوراتادين,كريم,40 mg,لا,بوصفة طبية,55.57,ar
MED02634,أزيثروميسين,مرهم,100 mg,نعم,بوصفة طبية,15.54,ar
MED03341,بروبرانولول,محلول فموي,5 mg/ml,نعم,بوصفة طبية,42.99,ar
MED02216,راميبريل,معلق فموي,5 mg/ml,لا,بوصفة طبية,37.52,ar
MED03683,بانتوبرازول,كبسولة,1 %,نعم,بوصفة طبية,44.21,ar
MED04725,بريدنيزون,كبسولة,100 µg/dose,نعم,بوصفة طبية,19.25,ar
MED01908,سيتيريزين,كبسولة,40 mg,لا,بوصفة طبية,61.03,ar
MED00085,إنسولين NPH,محلول فموي,250 mg,لا,بوصفة طبية,27.8,ar
MED00228,كلوتريمازول,حقن,100 µg/dose,نعم,بدون وصفة,28.93,ar
MED00297,لوسارتان,قرص,300 mg,لا,بوصفة طبية,76.81,ar
MED01002,فيتامين د3,قرص,5 mg/ml,لا,بوصفة طبية,18.67,ar
MED02139,نيستاتين,محلول فموي,300 mg,نعم,بوصفة طبية,33.73,ar
MED00712,حمض الفوليك,معلق فموي,850 mg,نعم,بوصفة طبية,10.59,ar
MED02802,إنسولين سريع المفعول,معلق فموي,5 mg,نعم,بوصفة طبية,36.19,ar
MED02528,أزيثروميسين,مرهم,100 µg/dose,نعم,بوصفة طبية,15.22,ar
MED03753,غوايفينيسين,كبسولة,250 mg,نعم,بوصفة طبية,44.25,ar
MED03322,ديكلوفيناك,معلق فموي,5 mg/ml,لا,بوصفة طبية,18.08,ar
MED03182,هيدروكورتيزون,قرص,400 mg,نعم,بوصفة طبية,61.13,ar
MED04184,أسيكلوفير,معلق فموي,20 mg,نعم,بوصفة طبية,59.74,ar
MED01616,سيبروفلوكساسين,معلق فموي,5 mg/ml,نعم,بوصفة طبية,50.3,ar
MED03025,إيبوبروفين,مرهم,100 mg,نعم,بوصفة طبية,63.49,ar
MED01414,إنسولين NPH,قرص,100 mg,نعم,بوصفة طبية,37.63,ar
MED00764,بانتوبرازول,محلول فموي,20 mg,نعم,بوصفة طبية,45.55,ar
MED00656,راميبريل,حقن,250 mg,نعم,بوصفة طبية,78.12,ar
MED04798,لوراتادين,مرهم,2 %,لا,بدون وصفة,32.48,ar
MED03850,سيتيريزين,كريم,1000 mg,نعم,بوصفة طبية,33.87,ar
MED04154,مغنيسيوم,كريم,250 mg,لا,بدون وصفة,7.12,ar
MED00469,فلوكسيتين,مرهم,2 %,لا,بوصفة طبية,22.27,ar
MED00158,أتورفاستاتين,شراب,1 %,نعم,بدون وصفة,5.19,ar
MED01296,بانتوبرازول,معلق فموي,20 mg,لا,بوصفة طبية,47.55,ar
MED00498,زنك,مرهم,850 mg,نعم,بدون وصفة,30.76,ar
MED04741,إنسولين NPH,قرص,2 %,نعم,بوصفة طبية,12.47,ar
MED02941,دوكسيسيكلين,كبسولة,10 mg,نعم,بوصفة طبية,54.96,ar
MED03457,أسيكلوفير,معلق فموي,1 %,لا,بوصفة طبية,51.26,ar
MED00374,زنك,كبسولة,40 mg,نعم,بوصفة طبية,62.65,ar
